FAIRLEY,4044
CADET,4043
THOMPKINS,4031
KEYES,4026
MENSAH,4026
LARRY,4025
DALTON,4023
WINN,4017
FRASER,4016
MYRICK,4000
CORNELIUS,3994
GARNETT,3993
HEYWARD,3991
FRIERSON,3988
WAITERS,3977
GASKINS,3975
WILBURN,3975
SLEDGE,3957
BREWSTER,3952
HURD,3952
WILLINGHAM,3948
FINNEY,3947
HOOKER,3935
LAMPKIN,3932
GULLEY,3925
SYLVESTER,3915
SEAY,3910
WIMBERLY,3907
VEAL,3901
LILLY,3900
RAYFORD,3900
BLUNT,3896
CANADY,3896
MCELROY,3890
CORBETT,3887
MANLEY,3871
STURDIVANT,3870
HANCOCK,3868
OMAR,3866
REDDING,3864
SWIFT,3863
SNELL,3845
STATEN,3843
SNOWDEN,3841
ISOM,3838
GUIDRY,3832
OGLESBY,3829
PHILLIP,3826
DESIR,3825
MIXON,3814
FITZPATRICK,3810
ALFRED,3809
LAKE,3804
GANTT,3797
KELLER,3793
PRIDE,3790
BRINKLEY,3789
ELAM,3788
GRESHAM,3787
MOTEN,3781
CLEMENTS,3774
HAMMONDS,3771
CONYERS,3765
HOLLOMAN,3763
BOYKINS,3759
HERNANDEZ,3756
KNOWLES,3754
NOBLES,3753
CALVIN,3747
FONTENOT,3747
FARRIS,3738
DELANEY,3737
HYMAN,3737
DOWNING,3734
RUSS,3733
LEBLANC,3725
SLADE,3720
GOODSON,3719
RIVERA,3716
FRANKS,3715
SHEFFIELD,3711
MADDEN,3710
HULL,3708
GOSS,3704
POTTER,3703
CARTWRIGHT,3698
MCKINNON,3693
SWANSON,3691
MACKLIN,3683
STAPLES,3683
BLEDSOE,3682
BOSWELL,3676
JEANPIERRE,3669
CHERY,3667
CONNOR,3662
SALTER,3651
MOYE,3650
MCCRARY,3642
BEATTY,3638
BURDEN,3624
MCWILLIAMS,3620
MICHAEL,3617
STUART,3610
MOULTRIE,3607
CORLEY,3604
MORELAND,3598
JACQUES,3593
MCGRIFF,3586
RUSHING,3584
NEWKIRK,3583
ALLEYNE,3579
EASTER,3576
BLAKELY,3575
CADE,3575
GLADNEY,3573
ELLINGTON,3572
CHISHOLM,3565
EUGENE,3562
TEAGUE,3559
DOBBINS,3553
AIKEN,3541
MCFARLANE,3541
PRESLEY,3541
HAYWARD,3539
BROUGHTON,3537
CHAMPION,3533
POINTER,3530
BRASWELL,3529
SEARS,3527
MCCLELLAN,3526
PENDLETON,3526
LUSTER,3524
MCCOLLUM,3524
ROLLE,3524
VICKERS,3524
CASON,3522
MOORER,3515
BLANCHARD,3513
GOMES,3513
SHABAZZ,3505
WILKINSON,3504
STREETER,3498
BEAL,3497
BEY,3494
SIMPKINS,3487
REECE,3484
HAILE,3479
VICTOR,3479
HEWITT,3477
HACKETT,3474
BILLINGSLEY,3471
ALDRIDGE,3469
BOBO,3462
DOWNS,3460
QUEEN,3457
HOLLINGSWORTH,3441
MAPP,3440
BOGAN,3436
DANCY,3434
BLOCKER,3433
RUFF,3429
NOLAN,3426
BUNCH,3424
MARION,3424
EARL,3423
DINKINS,3422
LATHAM,3415
DOCKERY,3413
LATTIMORE,3412
GATEWOOD,3410
HADLEY,3405
HOLIDAY,3404
TOWNES,3402
LOCKE,3400
GREENWOOD,3394
MABRY,3391
GARVIN,3389
LINTON,3388
MINTER,3388
LYNN,3384
BECKFORD,3381
SPRINGER,3379
WYCHE,3379
KYLES,3374
DRAPER,3373
NEWSON,3372
HUNTLEY,3367
STUCKEY,3365
KERR,3362
STRINGER,3360
MAYBERRY,3357
SAM,3356
WEEMS,3356
WHALEY,3356
DOBSON,3350
FORTE,3345
FAVORS,3342
BIBBS,3337
BESS,3335
WHITESIDE,3329
HIGH,3328
BLANKS,3314
LAWS,3313
MEDLEY,3312
QUICK,3310
SUMPTER,3309
PONDER,3308
WOODRUFF,3304
AUGUSTE,3301
BINGHAM,3295
NIX,3294
HARDAWAY,3291
TEMPLE,3288
JARVIS,3284
RUTHERFORD,3282
SILVA,3281
DODD,3279
SNEAD,3277
THORNE,3274
HUSSEIN,3273
COATS,3268
DRIVER,3266
LANCASTER,3259
WOODLEY,3259
LOVELACE,3258
BRACEY,3255
LIGGINS,3250
LEGGETT,3249
FARAH,3247
CLIFTON,3246
BARFIELD,3245
FENNELL,3245
MOTON,3243
ELDRIDGE,3241
CONEY,3236
FROST,3231
PARRIS,3230
